name,annee,value,category,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Trafic,nb_lignes,date
 SAINT-AMBROISE , 2019 , 9908 , 9 ,  ,  ,  ,  , 2977955 , 1 , 2019-01-01 
 SAINT-AUGUSTIN , 2019 , 12740 , 9 ,  ,  ,  ,  , 3052723 , 1 , 2019-01-01 
 SAINT-FARGEAU , 2019 , 8102 , 3bis ,  ,  ,  ,  , 716699 , 1 , 2019-01-01 
 SAINT-FRANCOIS-XAVIER , 2019 , 13948 , 13 ,  ,  ,  ,  , 1701996 , 1 , 2019-01-01 
 SAINT-GEORGES , 2019 , 11670 , 12 ,  ,  ,  ,  , 1135274 , 1 , 2019-01-01 
 SAINT-GERMAIN-DES-PRES , 2019 , 15644 , 4 ,  ,  ,  ,  , 3866889 , 1 , 2019-01-01 
 SAINT-JACQUES , 2019 , 10128 , 6 ,  ,  ,  ,  , 1954772 , 1 , 2019-01-01 
 SAINT-LAZARE , 2019 , 9750 , 3 , 9 , 12 , 13 , 14 , 46923920 , 5 , 2019-01-01 
 SAINT-MANDE , 2019 , 6334 ,  ,  ,  ,  ,  ,  , 1 , 2019-01-01 
 SAINT-MARCEL , 2019 , 10303 , 5 ,  ,  ,  ,  , 2131369 , 1 , 2019-01-01 
 SAINT-MAUR , 2019 , 9037 , 3 ,  ,  ,  ,  , 2924501 , 1 , 2019-01-01 
 SAINT-MICHEL , 2019 , 14211 , 4 ,  ,  ,  ,  , 6286034 , 1 , 2019-01-01 
 SAINT-PAUL  (LE  MARAIS) , 2019 , 13934 , 1 ,  ,  ,  ,  , 6502842 , 1 , 2019-01-01 
 SAINT-PHILIPPE-DU-ROULE , 2019 , 13030 , 9 ,  ,  ,  ,  , 3187997 , 1 , 2019-01-01 
 SAINT-PLACIDE , 2019 , 13906 , 4 ,  ,  ,  ,  , 3304968 , 1 , 2019-01-01 
 SAINT-SEBASTIEN  FROISSART , 2019 , 11465 , 8 ,  ,  ,  ,  , 1685816 , 1 , 2019-01-01 
 SAINT-SULPICE , 2019 , 15335 , 4 ,  ,  ,  ,  , 2287634 , 1 , 2019-01-01 
 SEGUR , 2019 , 11440 , 10 ,  ,  ,  ,  , 1669348 , 1 , 2019-01-01 
 SENTIER , 2019 , 11660 , 3 ,  ,  ,  ,  , 3420249 , 1 , 2019-01-01 
 SEVRES-BABYLONE , 2019 , 14864 , 10 , 12 ,  ,  ,  , 5037509 , 2 , 2019-01-01 
 SEVRES-LECOURBE , 2019 , 11293 , 6 ,  ,  ,  ,  , 1957206 , 1 , 2019-01-01 
 SIMPLON , 2019 , 8959 , 4 ,  ,  ,  ,  , 2366858 , 1 , 2019-01-01 
 SOLFERINO , 2019 , 16425 , 12 ,  ,  ,  ,  , 2073832 , 1 , 2019-01-01 
 STALINGRAD , 2019 , 8464 , 2 , 5 , 7 ,  ,  , 6891050 , 3 , 2019-01-01 
 STRASBOURG-SAINT-DENIS , 2019 , 11174 , 4 , 8 , 9 ,  ,  , 9524965 , 3 , 2019-01-01 
 SULLY-MORLAND , 2019 , 13440 , 7 ,  ,  ,  ,  , 1502672 , 1 , 2019-01-01 
 TELEGRAPHE , 2019 , 7897 , 11 ,  ,  ,  ,  , 1823734 , 1 , 2019-01-01 
 TEMPLE , 2019 , 11418 , 3 ,  ,  ,  ,  , 1194283 , 1 , 2019-01-01 
 TERNES , 2019 , 10877 , 2 ,  ,  ,  ,  , 3329214 , 1 , 2019-01-01 
 TOLBIAC , 2019 , 8665 , 7 ,  ,  ,  ,  , 3191066 , 1 , 2019-01-01 
 TRINITE-D'ESTIENNE  D'ORVES , 2019 , 13225 , 12 ,  ,  ,  ,  , 1876512 , 1 , 2019-01-01 
 TROCADERO , 2019 , 11839 , 6 , 9 ,  ,  ,  , 9327124 , 2 , 2019-01-01 
 TUILERIES , 2019 , 17379 , 1 ,  ,  ,  ,  , 2614837 , 1 , 2019-01-01 
 VANEAU , 2019 , 13203 , 10 ,  ,  ,  ,  , 1028480 , 1 , 2019-01-01 
 VARENNE , 2019 , 15781 , 13 ,  ,  ,  ,  , 1241311 , 1 , 2019-01-01 
 VAUGIRARD  (ADOLPHE  CHERIOU) , 2019 , 9654 , 12 ,  ,  ,  ,  , 3445009 , 1 , 2019-01-01 
 VAVIN , 2019 , 13123 , 4 ,  ,  ,  ,  , 2021987 , 1 , 2019-01-01 
 VICTOR  HUGO , 2019 , 11834 , 2 ,  ,  ,  ,  , 3841033 , 1 , 2019-01-01 
 VILLIERS , 2019 , 11485 , 2 , 3 ,  ,  ,  , 5667552 , 2 , 2019-01-01 
 VOLONTAIRES , 2019 , 9788 , 12 ,  ,  ,  ,  , 2362771 , 1 , 2019-01-01 
 VOLTAIRE  (LEON  BLUM) , 2019 , 9858 , 9 ,  ,  ,  ,  , 4975145 , 1 , 2019-01-01 
 WAGRAM , 2019 , 10300 , 3 ,  ,  ,  ,  , 2386255 , 1 , 2019-01-01 
